mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.362977822621664,0.7174359493666588,0.30809775988260907,0.015254250588260838,True,10,sqrt,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9745773324984346,0.9741077019411396,0.973888541014402,0.974191191817992,0.0002873283218104034,19
18.82128421465556,1.2664191259228348,0.611443837483724,0.014624607419632962,True,10,sqrt,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9746399499060739,0.9742329367564183,0.9739198497182217,0.974264245460238,0.00029481208290183355,15
9.900878667831421,0.798020841983858,0.32713977495829266,0.028505101091054894,True,10,sqrt,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.973888541014402,0.9742642454602379,0.9738572323105823,0.9740033395950741,0.000184930548389368,31
18.03574236234029,1.1273994245731465,0.5791649023691813,0.016199643734152048,True,10,sqrt,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.973888541014402,0.9742642454602379,0.973982467125861,0.9740450845335004,0.000159643691721735,29
8.302946090698242,0.03417981811607844,0.3310246467590332,0.03213670373453408,True,10,sqrt,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.973982467125861,0.9742016280525986,0.97407639323732,0.9740868294719265,8.977588464871797e-05,27
20.733728329340618,0.9805032778133024,0.9472621281941732,0.10920513731331655,True,10,sqrt,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9742329367564183,0.974170319348779,0.9740137758296806,0.9741390106449593,9.217032838999866e-05,23
9.818462212880453,0.629339924509595,0.4198135534922282,0.03680900525963562,True,10,sqrt,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9742955541640576,0.9742329367564183,0.9739511584220413,0.9741598831141723,0.00014978814542275642,21
21.292293071746826,0.26191634600098046,0.9925266106923422,0.032682582674633656,True,10,sqrt,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9742642454602379,0.9740450845335004,0.97407639323732,0.9741285744103528,9.678165827064965e-05,25
12.883949756622314,0.2645397845067507,0.5270087718963623,0.018552354507716532,True,10,log2,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9745773324984346,0.9741077019411396,0.973888541014402,0.974191191817992,0.0002873283218104034,19
23.889521996180218,2.1150997249667576,0.8829866250356039,0.06056738875721519,True,10,log2,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9746399499060739,0.9742329367564183,0.9739198497182217,0.974264245460238,0.00029481208290183355,15
13.141579627990723,0.7565844403273522,0.44755951563517254,0.07247342509282037,True,10,log2,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.973888541014402,0.9742642454602379,0.9738572323105823,0.9740033395950741,0.000184930548389368,31
27.100499947865803,0.09137762444874072,0.9658567110697428,0.035768280016620746,True,10,log2,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.973888541014402,0.9742642454602379,0.973982467125861,0.9740450845335004,0.000159643691721735,29
11.294330835342407,0.09657127398661801,0.43773651123046875,0.016759895086996695,True,10,log2,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.973982467125861,0.9742016280525986,0.97407639323732,0.9740868294719265,8.977588464871797e-05,27
26.15115769704183,1.526782977747733,0.9022097587585449,0.051953891516020534,True,10,log2,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9742329367564183,0.974170319348779,0.9740137758296806,0.9741390106449593,9.217032838999866e-05,23
11.527718702952066,0.18449385314828703,0.42695172627766925,0.02167578175863305,True,10,log2,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9742955541640576,0.9742329367564183,0.9739511584220413,0.9741598831141723,0.00014978814542275642,21
25.06605617205302,1.7464774347709409,0.8309223651885986,0.026766093659387976,True,10,log2,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9742642454602379,0.9740450845335004,0.97407639323732,0.9741285744103528,9.678165827064965e-05,25
18.311726888020832,0.1398189106507349,0.5748045444488525,0.09120406354100279,False,10,sqrt,1,2,100,"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9745460237946149,0.9743581715716969,0.9742955541640576,0.974399916510123,0.0001064291278145021,1
